Region Name,State name,State and County,Region Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Price change % 2015-19
Barnstable County,Massachusetts,"Barnstable County, Massachusetts",25001,100,114.28,129.66,144.08,165.48,183.83,187.53,181.07,170.18,161.33,155.45,151.58,151.01,151.92,156.72,162.13,168.09,176.36,185.57,192.68,201.3,0.2294538029606943
Barnwell County,South Carolina,"Barnwell County, South Carolina",45011,100,106.0,112.63,111.94,114.59,127.53,132.34,142.87,140.27,144.01,138.24,133.86,132.21,133.24,126.59,122.36,130.3,127.98,133.41,147.69,148.1,0.16667983253021568
Barren County,Kentucky,"Barren County, Kentucky",21009,100,101.5,104.11,105.38,110.59,116.13,121.43,126.08,126.47,124.43,124.88,121.11,122.03,121.84,124.0,126.16,131.34,136.96,139.17,144.32,149.72,0.16387096774193544
Barron County,Wisconsin,"Barron County, Wisconsin",55005,100,105.24,110.14,113.51,121.48,131.55,135.47,138.76,135.42,132.49,126.65,122.46,120.27,119.63,123.68,125.58,130.94,133.88,144.0,148.01,154.33,0.19671733505821454
Barrow County,Georgia,"Barrow County, Georgia",13013,100,107.12,110.06,112.33,115.85,120.35,123.34,126.35,120.81,112.78,99.7,85.96,78.11,83.03,96.31,107.88,114.89,126.25,138.97,148.43,158.47,0.5411691413145052
Barry County,Missouri,"Barry County, Missouri",29009,100,102.97,104.97,106.88,109.9,119.27,124.57,129.08,129.83,124.38,118.08,120.18,117.44,118.58,114.37,117.32,126.37,119.45,132.47,141.91,142.34,0.24079741190871728
Barry County,Michigan,"Barry County, Michigan",26015,100,104.24,108.13,110.39,114.73,119.54,121.64,118.57,115.06,107.38,101.39,97.94,97.08,99.56,104.14,111.63,117.77,126.93,135.08,140.09,147.25,0.345208373343576
Bartholomew County,Indiana,"Bartholomew County, Indiana",18005,100,103.56,104.22,104.94,107.62,112.28,114.85,117.12,118.77,118.81,116.65,116.42,118.31,120.44,121.14,125.78,129.32,133.24,140.5,146.33,152.68,0.20794122502889234
Barton County,Missouri,"Barton County, Missouri",29011,100,103.73,106.92,107.18,110.72,114.2,125.25,123.65,123.93,120.5,119.63,115.3,111.64,114.13,120.53,123.64,123.0,108.62,123.61,124.15,127.65,0.03003401642744552
Barton County,Kansas,"Barton County, Kansas",20009,100,100.15,103.7,105.48,107.88,111.55,116.29,117.8,126.09,125.61,126.59,129.12,134.0,138.64,145.4,148.93,149.79,147.24,146.01,152.8,154.98,0.050894085281980805
Bartow County,Georgia,"Bartow County, Georgia",13015,100,106.52,110.36,112.7,118.2,123.17,126.67,129.7,124.75,118.43,103.85,95.88,89.1,93.19,104.11,109.57,115.4,127.14,137.92,146.03,153.55,0.4026510421669389
Bastrop County,Texas,"Bastrop County, Texas",48021,100,107.0,109.68,109.74,109.81,112.17,115.36,123.17,127.98,123.02,123.65,121.84,125.28,130.11,138.57,147.64,162.06,175.82,189.45,200.42,209.63,0.44634480767842954
Bates County,Missouri,"Bates County, Missouri",29013,100,102.07,105.81,109.33,117.2,114.93,119.18,124.72,120.65,116.76,116.12,116.11,107.17,110.37,106.36,111.37,115.5,116.38,131.75,136.22,142.19,0.2807446408424219
Bath County,Kentucky,"Bath County, Kentucky",21011,100,103.61,103.19,104.55,113.97,115.81,114.3,119.17,121.68,116.72,123.31,116.78,111.02,108.52,112.92,125.98,105.51,124.61,126.77,133.4,132.25,0.181367339709529
Baxter County,Arkansas,"Baxter County, Arkansas",5005,100,102.18,106.67,108.27,111.95,124.26,136.06,142.9,142.99,138.64,135.9,131.03,129.45,130.17,127.47,125.81,130.82,130.59,137.79,141.6,145.98,0.11084961167333485
Bay County,Florida,"Bay County, Florida",12005,100,107.56,112.56,120.53,142.69,183.34,200.66,194.2,179.77,161.61,143.68,133.57,128.56,130.67,139.73,146.38,155.77,161.78,177.85,193.47,204.86,0.38459886924783526
Bay County,Michigan,"Bay County, Michigan",26017,100,104.93,107.83,110.05,113.35,115.62,114.48,111.88,105.21,98.42,92.55,91.19,89.93,89.21,90.57,93.82,94.57,97.71,102.47,106.01,110.7,0.17047587501380157
Bayfield County,Wisconsin,"Bayfield County, Wisconsin",55007,100,102.98,108.08,111.7,124.25,132.87,142.19,146.16,142.81,141.64,135.41,133.31,128.92,126.76,125.18,129.92,132.82,131.84,140.86,150.1,147.9,0.19907333439846608
Beadle County,South Dakota,"Beadle County, South Dakota",46005,100,103.46,104.18,103.05,104.91,116.22,129.85,131.29,150.24,142.71,151.12,153.61,158.38,166.63,169.31,174.12,180.51,181.57,190.09,178.99,193.78,0.05717323253204176
Bear Lake County,Idaho,"Bear Lake County, Idaho",16007,100,105.18,104.41,107.91,112.8,117.35,140.65,156.55,157.33,162.63,146.07,138.08,134.37,141.68,145.8,142.65,152.72,167.0,174.65,194.32,200.16,0.33278463648834
Beaufort County,North Carolina,"Beaufort County, North Carolina",37013,100,104.52,108.5,110.67,117.47,128.57,145.41,155.42,158.26,149.47,145.27,141.12,137.09,135.72,130.54,130.45,137.84,134.94,139.37,139.83,150.11,0.0711659261529034
Beaufort County,South Carolina,"Beaufort County, South Carolina",45013,100,107.83,111.77,115.14,124.79,140.73,159.9,164.82,159.66,149.13,133.08,123.39,119.43,118.27,123.11,131.32,137.09,143.6,152.69,159.65,166.49,0.2968077329217773
Beauregard Parish,Louisiana,"Beauregard Parish, Louisiana",22011,100,103.97,107.59,110.48,115.7,126.8,138.46,146.72,149.35,152.36,151.09,147.23,151.96,155.95,162.19,165.99,173.69,178.43,175.89,179.73,185.55,0.10814476848141075
Beaver County,Utah,"Beaver County, Utah",49001,100,100.09,99.55,100.73,106.31,123.2,137.94,155.45,161.4,146.19,136.42,125.99,122.39,126.74,135.44,147.8,145.83,153.32,168.64,170.9,183.39,0.2618133490844654
Beaver County,Pennsylvania,"Beaver County, Pennsylvania",42007,100,105.66,110.18,111.94,115.82,120.47,123.48,124.9,124.31,123.33,122.87,122.86,124.8,126.29,129.8,133.2,136.89,141.42,147.56,154.11,159.8,0.18728813559322033
Beaverhead County,Montana,"Beaverhead County, Montana",30001,100,99.04,103.71,107.78,111.23,119.05,134.9,157.2,156.35,150.82,151.91,147.53,142.49,155.96,162.7,163.58,174.44,181.72,186.07,207.89,215.08,0.27775046097111256
Becker County,Minnesota,"Becker County, Minnesota",27005,100,108.92,117.51,122.37,132.97,149.18,159.92,164.95,166.63,166.93,161.11,157.36,156.58,158.27,164.87,170.88,176.79,186.57,195.15,204.1,205.81,0.23794504761327095
Beckham County,Oklahoma,"Beckham County, Oklahoma",40009,100,107.38,108.22,111.88,117.36,135.05,145.95,154.99,160.16,159.84,154.92,155.78,161.14,172.05,182.07,175.04,167.74,175.08,185.25,177.4,180.92,-0.02564947547646501
Bedford County,Virginia,"Bedford County, Virginia",51019,100,105.27,108.33,111.57,117.53,129.25,142.88,151.03,152.1,147.84,142.75,137.46,136.05,135.91,137.3,139.82,141.15,142.93,149.07,153.89,159.17,0.12083029861616867
Bedford County,Tennessee,"Bedford County, Tennessee",47003,100,105.49,107.68,111.57,115.14,122.13,129.44,137.98,135.21,133.19,127.9,127.11,118.94,123.95,130.39,136.17,145.19,160.66,174.46,186.52,195.77,0.4304777973770997
Bedford County,Pennsylvania,"Bedford County, Pennsylvania",42009,100,106.17,110.04,113.42,117.92,126.23,135.32,145.66,151.36,147.13,145.3,147.57,146.88,146.01,141.61,151.09,150.63,149.46,157.67,161.59,166.22,0.14109173080997106
Bee County,Texas,"Bee County, Texas",48025,100,108.68,119.86,117.54,120.18,131.3,144.98,158.43,145.77,153.32,143.36,160.43,162.92,168.92,185.02,186.55,196.94,204.15,210.77,218.76,231.69,0.18235866392822375
Belknap County,New Hampshire,"Belknap County, New Hampshire",33001,100,109.21,120.26,133.51,149.64,170.03,178.1,178.03,172.12,158.95,150.73,143.12,140.57,139.39,141.27,145.73,151.99,158.58,169.46,181.67,192.63,0.2859772067671833
Bell County,Texas,"Bell County, Texas",48027,100,104.95,107.52,111.0,113.72,119.6,124.48,129.9,128.88,129.47,128.56,127.25,127.77,127.72,128.72,132.55,137.45,143.11,151.79,160.38,167.94,0.2459602237414542
Belmont County,Ohio,"Belmont County, Ohio",39013,100,102.55,102.85,104.75,110.68,114.55,118.12,117.18,120.1,117.21,116.12,114.48,116.35,118.29,128.61,134.65,136.89,135.72,144.65,148.98,151.06,0.1583858175880568
Beltrami County,Minnesota,"Beltrami County, Minnesota",27007,100,107.76,114.46,121.3,134.07,144.48,150.68,153.44,152.44,153.15,148.07,148.85,147.2,149.03,149.8,151.26,155.48,159.0,164.65,174.01,176.87,0.16161548731642172
Ben Hill County,Georgia,"Ben Hill County, Georgia",13017,100,105.4,107.12,108.79,113.37,120.92,134.02,138.7,137.36,138.99,134.41,130.14,124.34,127.73,128.87,128.13,135.13,137.87,152.52,146.76,149.31,0.13882206875145475
Benewah County,Idaho,"Benewah County, Idaho",16009,100,105.84,108.3,107.45,110.61,131.8,160.33,168.35,173.01,164.94,150.73,138.03,137.72,131.04,143.95,151.11,162.37,164.09,175.79,184.22,198.1,0.2797499131642933
Bennington County,Vermont,"Bennington County, Vermont",50003,100,107.31,113.98,119.58,132.84,152.06,162.86,165.58,166.23,161.32,152.93,149.12,145.19,145.22,142.44,143.37,136.94,140.29,141.52,147.33,153.74,0.034330244313395264
Benton County,Oregon,"Benton County, Oregon",41003,100,103.95,106.89,109.61,117.42,131.46,149.12,162.92,163.38,156.36,150.57,144.78,143.98,149.43,155.85,163.94,175.39,189.59,202.83,213.32,222.34,0.36875200513314077
Benton County,Indiana,"Benton County, Indiana",18007,100,109.86,112.03,108.74,110.95,106.21,103.56,109.11,106.78,104.85,102.73,105.52,102.81,108.21,114.67,116.1,118.78,119.68,142.18,138.0,149.66,0.20345338798290746
Benton County,Tennessee,"Benton County, Tennessee",47005,100,105.62,107.15,109.12,108.4,114.1,120.71,126.7,126.82,122.11,121.52,115.92,116.47,114.99,129.92,118.55,138.92,128.38,131.92,149.84,152.6,0.15332512315270952
Benton County,Iowa,"Benton County, Iowa",19011,100,104.03,106.39,109.27,115.09,117.83,121.37,123.12,123.04,123.32,123.04,122.18,122.74,125.05,127.47,130.12,131.31,136.64,141.94,144.12,150.58,0.13061896916921634
Benton County,Arkansas,"Benton County, Arkansas",5007,100,104.86,108.24,112.19,122.55,134.77,142.98,142.69,137.1,128.64,119.98,113.63,114.09,117.8,123.69,129.63,137.24,146.97,155.8,162.39,170.1,0.3128789716226048
Benton County,Washington,"Benton County, Washington",53005,100,105.72,112.99,115.5,118.9,123.29,128.23,131.41,133.93,135.88,138.86,137.96,139.25,139.92,142.37,149.33,160.97,176.15,191.89,209.84,222.47,0.4739060195265856
Benton County,Minnesota,"Benton County, Minnesota",27009,100,107.41,114.19,119.97,131.04,139.87,144.63,143.23,138.61,129.46,123.25,117.65,115.81,117.05,121.92,124.48,131.08,138.82,147.38,151.38,156.76,0.24163385826771644
Benzie County,Michigan,"Benzie County, Michigan",26019,100,105.54,110.59,113.48,119.85,128.62,133.61,131.83,130.32,121.7,115.34,107.06,105.44,107.81,109.77,115.17,125.41,133.24,141.2,147.23,153.72,0.34125899608271837
Bergen County,New Jersey,"Bergen County, New Jersey",34003,100,108.89,120.4,128.58,145.6,168.8,182.15,181.25,174.38,161.15,155.86,150.93,146.98,148.15,153.23,157.07,161.47,166.23,171.81,175.13,180.19,0.14292240422893698
Berkeley County,West Virginia,"Berkeley County, West Virginia",54003,100,103.7,110.55,116.84,135.09,164.68,184.32,180.2,167.5,142.06,126.58,118.07,114.42,119.37,125.2,132.15,133.2,140.5,149.13,153.62,159.72,0.2269968051118212
Berkeley County,South Carolina,"Berkeley County, South Carolina",45015,100,107.24,111.32,115.79,123.67,137.1,151.41,158.18,154.44,144.19,132.11,124.3,122.12,124.85,130.15,138.39,146.2,159.97,170.84,181.58,189.75,0.39515943142527865
Berks County,Pennsylvania,"Berks County, Pennsylvania",42011,100,104.22,108.32,112.47,122.94,137.92,150.36,155.52,153.4,147.7,141.71,136.02,130.94,131.16,132.32,135.39,136.95,142.45,148.61,153.12,160.13,0.1571946795646917
Berkshire County,Massachusetts,"Berkshire County, Massachusetts",25003,100,107.03,113.92,122.33,135.33,153.16,163.43,165.39,163.94,158.68,154.42,151.09,147.56,147.06,146.05,147.14,148.63,150.42,159.67,162.36,168.95,0.11167408421773373
Bernalillo County,New Mexico,"Bernalillo County, New Mexico",35001,100,103.2,105.94,108.79,115.77,130.7,150.48,159.35,157.27,148.02,141.84,135.2,131.69,133.24,135.91,137.75,142.14,147.56,152.5,158.5,167.25,0.16621293503053503
Berrien County,Georgia,"Berrien County, Georgia",13019,100,102.29,104.11,109.43,120.96,113.37,138.9,136.65,138.74,138.38,129.28,119.29,115.82,119.54,120.6,118.26,136.38,125.22,120.14,130.16,135.25,0.07927031509121063
Berrien County,Michigan,"Berrien County, Michigan",26021,100,105.41,109.56,112.13,117.71,124.79,129.79,132.37,130.44,125.26,118.83,114.84,112.32,112.16,115.98,120.68,125.06,131.43,137.08,143.0,149.14,0.23297120193136744
Bertie County,North Carolina,"Bertie County, North Carolina",37015,100,101.38,106.37,110.05,114.12,122.81,132.75,137.03,145.22,137.77,140.78,136.62,130.92,128.49,125.57,124.64,132.52,133.62,136.8,137.25,141.92,0.09301584773433147
Bexar County,Texas,"Bexar County, Texas",48029,100,104.47,108.43,112.07,116.84,125.56,136.81,145.35,146.28,144.74,142.38,141.8,142.78,146.18,154.64,165.35,177.32,189.23,200.42,210.89,218.95,0.36374806001034665
Bibb County,Georgia,"Bibb County, Georgia",13021,100,104.67,106.83,109.04,113.7,116.92,120.59,123.14,121.36,118.12,112.05,105.85,101.6,100.2,101.45,102.61,103.5,105.88,111.73,115.77,121.69,0.14115327747658934
Bibb County,Alabama,"Bibb County, Alabama",1007,100,105.92,109.95,111.03,112.55,120.05,129.58,129.55,132.94,129.88,122.6,125.49,123.85,118.57,126.53,119.44,124.15,126.75,135.5,142.07,146.75,0.12281672330672566
Big Horn County,Wyoming,"Big Horn County, Wyoming",56003,100,105.03,107.11,109.85,119.27,121.26,136.86,150.58,160.71,158.35,162.16,156.39,160.7,159.8,167.47,167.16,176.73,183.75,188.95,191.82,205.45,0.14539917597181584
Bingham County,Idaho,"Bingham County, Idaho",16011,100,103.7,105.79,108.43,113.14,122.18,135.79,150.19,153.83,151.48,143.59,137.09,134.6,137.16,140.77,145.69,153.0,160.32,179.7,194.28,212.24,0.38012360588193506
Black Hawk County,Iowa,"Black Hawk County, Iowa",19013,100,105.82,110.74,114.41,120.84,127.06,129.76,131.7,132.35,133.89,134.3,134.12,134.81,137.29,139.95,141.47,142.76,144.02,149.98,152.25,154.28,0.08788853161843524
Blackford County,Indiana,"Blackford County, Indiana",18009,100,107.34,106.63,111.39,112.67,108.31,109.08,105.51,103.52,101.19,101.1,101.76,99.06,100.94,102.88,104.9,100.09,102.83,118.29,111.94,124.57,0.08806376360808721
Bladen County,North Carolina,"Bladen County, North Carolina",37017,100,102.13,104.14,105.33,109.53,122.88,120.69,130.16,133.24,133.74,123.61,122.16,124.98,120.76,125.96,128.84,127.66,133.86,133.98,128.67,143.33,0.021514766592569012
Blaine County,Oklahoma,"Blaine County, Oklahoma",40011,100,108.85,111.25,114.1,114.55,116.9,129.36,138.84,117.64,127.2,142.56,140.42,146.59,133.68,134.77,149.87,,146.23,157.36,148.56,153.82,0.10232247532833716
Blaine County,Idaho,"Blaine County, Idaho",16013,100,106.32,113.92,124.84,152.99,188.86,197.05,187.25,174.34,149.86,131.63,113.58,101.59,108.42,123.92,129.76,137.95,150.6,163.61,173.74,185.51,0.40203357004519047
Blair County,Pennsylvania,"Blair County, Pennsylvania",42013,100,104.77,106.99,109.87,113.96,119.07,126.52,130.85,134.94,133.4,133.66,134.09,136.35,138.09,137.67,138.2,141.61,146.28,149.14,152.34,155.77,0.10655916321638714
Blanco County,Texas,"Blanco County, Texas",48031,100,106.69,114.38,116.07,119.0,126.46,131.6,148.74,148.34,143.26,141.18,140.01,138.79,143.94,148.49,168.47,174.69,192.46,201.51,220.96,219.17,0.4880463330864031
Blount County,Alabama,"Blount County, Alabama",1009,100,104.21,105.89,108.1,110.65,117.95,124.21,125.26,128.9,126.95,120.23,116.48,113.88,115.15,115.48,117.38,118.92,125.3,128.52,133.42,138.81,0.15535157603048133
Blount County,Tennessee,"Blount County, Tennessee",47009,100,104.01,106.98,109.76,115.2,125.2,136.13,143.85,144.38,141.14,133.43,130.53,128.67,130.3,133.12,134.68,139.36,146.49,155.38,165.5,173.07,0.2432391826923077
Blue Earth County,Minnesota,"Blue Earth County, Minnesota",27013,100,106.08,111.86,115.01,122.23,133.33,135.83,138.14,134.64,130.09,125.27,120.86,122.12,123.58,128.19,130.69,135.36,143.2,150.95,154.99,158.68,0.20906466963101655
Boise County,Idaho,"Boise County, Idaho",16015,100,106.0,109.93,109.41,116.62,135.79,150.54,171.67,167.92,152.29,134.53,101.63,114.03,116.99,127.24,129.37,145.76,160.06,177.3,195.93,217.83,0.5398459603898147
Bolivar County,Mississippi,"Bolivar County, Mississippi",28011,100,102.52,105.17,107.6,109.2,111.91,117.84,121.18,123.98,122.83,121.65,124.21,123.37,125.81,130.15,133.15,133.59,138.42,139.57,139.52,146.93,0.07199385324625429
Bollinger County,Missouri,"Bollinger County, Missouri",29017,100,106.28,108.0,113.44,122.89,120.41,121.57,121.37,130.09,130.89,128.6,121.48,125.58,123.9,138.09,131.36,135.94,148.03,140.36,150.98,161.75,0.09334491997972316
Bond County,Illinois,"Bond County, Illinois",17005,100,104.31,106.46,108.87,115.08,123.74,128.32,133.08,132.22,130.23,130.55,128.85,130.87,129.73,130.82,128.61,134.86,135.12,133.32,139.66,145.8,0.06757376547928451
Bonner County,Idaho,"Bonner County, Idaho",16017,100,104.05,107.75,111.83,127.67,160.95,188.36,194.9,192.78,179.42,153.88,141.36,138.9,142.69,150.02,160.94,168.31,183.12,204.92,221.56,243.76,0.47686975069990667
Bonneville County,Idaho,"Bonneville County, Idaho",16019,100,104.83,107.04,109.62,114.91,124.89,138.2,149.43,150.98,145.85,135.74,127.92,126.7,126.7,128.6,133.97,145.01,157.14,174.43,193.89,214.26,0.5076982892690514
Boone County,Iowa,"Boone County, Iowa",19015,100,105.21,107.91,110.87,117.47,122.57,125.93,132.79,130.44,130.92,126.89,126.05,125.66,126.91,126.31,129.42,136.47,142.45,149.21,155.95,155.73,0.23466075528461716
Boone County,Illinois,"Boone County, Illinois",17007,100,103.11,105.5,107.34,112.98,123.1,129.44,132.66,126.42,116.16,104.61,98.16,92.22,89.11,88.7,92.0,94.52,98.36,102.19,106.77,107.72,0.20372040586245754
Boone County,Kentucky,"Boone County, Kentucky",21015,100,103.6,105.79,107.57,110.98,116.0,118.0,118.68,117.2,114.19,110.24,107.28,106.15,105.75,107.78,110.82,114.5,119.95,125.59,132.03,137.67,0.2249953609203934
Boone County,Indiana,"Boone County, Indiana",18011,100,104.8,108.09,109.29,112.31,118.68,121.53,124.47,122.38,118.79,116.03,115.84,115.94,116.11,120.48,123.28,131.05,137.08,144.74,151.78,158.47,0.2597941567065072
Boone County,Missouri,"Boone County, Missouri",29019,100,103.76,106.55,108.3,114.21,123.35,128.83,130.66,130.71,128.88,128.4,127.28,128.24,130.03,133.3,136.77,141.82,146.37,150.37,155.01,161.32,0.1628657164291072
Boone County,Arkansas,"Boone County, Arkansas",5009,100,102.99,105.87,108.96,113.08,118.81,127.71,134.09,134.87,134.41,130.71,126.1,125.92,126.23,124.3,128.21,128.49,134.24,140.89,141.16,144.63,0.13563958165728085
Bosque County,Texas,"Bosque County, Texas",48035,100,106.97,111.57,111.24,120.67,132.33,137.26,147.42,148.07,150.49,147.89,138.29,153.77,149.26,154.78,160.64,167.67,181.63,,,,
Bossier Parish,Louisiana,"Bossier Parish, Louisiana",22015,100,103.74,107.19,111.5,117.89,125.78,132.68,137.65,139.39,141.33,141.71,141.53,144.77,144.1,143.16,146.57,148.06,150.95,152.41,153.27,158.73,0.07062028499580908
Botetourt County,Virginia,"Botetourt County, Virginia",51023,100,103.53,106.77,110.62,117.81,127.67,141.84,148.47,148.77,143.47,139.6,132.85,129.58,128.45,130.06,133.65,132.61,135.54,142.58,147.94,152.36,0.13747501153313846
Boulder County,Colorado,"Boulder County, Colorado",8013,100,110.34,114.72,114.77,117.03,122.87,125.65,127.09,128.61,127.45,125.06,122.61,123.88,129.61,141.94,155.64,175.23,189.81,204.3,211.12,213.92,0.4873890376215302
Boundary County,Idaho,"Boundary County, Idaho",16021,100,102.08,104.9,106.79,109.95,130.15,157.4,179.99,169.19,152.77,140.92,127.19,128.82,130.65,134.2,138.7,155.91,165.99,178.86,199.06,209.95,0.4833084947839048
Bourbon County,Kansas,"Bourbon County, Kansas",20011,100,106.85,107.37,108.78,110.13,119.05,116.77,118.22,124.44,124.62,120.66,120.27,117.15,118.06,125.57,120.91,116.76,127.05,135.09,143.51,138.1,0.14286851955084812
Bourbon County,Kentucky,"Bourbon County, Kentucky",21017,100,103.94,106.52,108.64,114.75,120.58,125.65,131.52,131.04,130.53,127.68,124.25,124.63,124.71,124.07,133.69,134.0,136.83,143.85,148.07,152.71,0.19343918755541223
Bowie County,Texas,"Bowie County, Texas",48037,100,105.09,108.93,110.61,115.74,119.42,123.74,127.0,129.17,130.98,129.56,133.19,134.12,134.08,136.38,138.63,142.98,144.16,148.2,152.86,161.38,0.12083883267341267
Box Butte County,Nebraska,"Box Butte County, Nebraska",31013,100,99.82,102.31,102.12,102.17,108.91,116.57,125.86,129.76,125.04,118.39,123.2,124.8,127.53,136.24,147.86,151.48,149.08,151.54,160.91,164.66,0.1810775102759834
Box Elder County,Utah,"Box Elder County, Utah",49003,100,103.4,103.05,103.76,103.47,110.54,118.12,132.43,137.08,132.08,125.11,118.38,116.94,118.98,125.05,131.43,140.16,154.02,168.34,182.28,196.19,0.45765693722511
Boyd County,Kentucky,"Boyd County, Kentucky",21019,100,103.91,106.27,109.07,114.93,120.33,125.46,130.09,132.05,132.04,132.23,132.52,130.52,128.62,129.3,130.65,130.8,128.66,133.95,142.03,142.68,0.09845320959010051
Boyle County,Kentucky,"Boyle County, Kentucky",21021,100,102.45,105.32,107.9,115.21,118.85,125.15,127.6,126.54,127.55,126.13,124.68,124.33,127.79,123.65,129.78,130.52,137.09,142.9,146.42,154.69,0.184148807116862
Bradford County,Florida,"Bradford County, Florida",12007,100,107.59,115.4,119.16,129.81,149.15,180.62,192.08,186.63,172.32,149.35,140.26,133.1,130.19,135.21,143.44,143.21,152.35,164.29,173.43,185.09,0.2826714000443753
Bradford County,Pennsylvania,"Bradford County, Pennsylvania",42015,100,108.03,110.4,114.72,116.9,118.44,129.28,134.57,137.92,147.46,144.35,154.62,159.45,162.86,157.83,153.95,152.3,160.97,163.14,164.22,171.73,0.04048659950579725
Bradley County,Tennessee,"Bradley County, Tennessee",47011,100,105.19,109.04,111.79,115.42,121.41,129.94,135.7,134.43,131.91,128.43,126.32,125.97,126.77,127.84,130.51,132.8,139.96,150.16,155.77,164.94,0.2184762202753443
Branch County,Michigan,"Branch County, Michigan",26023,100,102.6,104.56,106.25,110.13,114.43,117.3,115.54,113.47,108.17,101.41,97.27,96.68,96.54,102.53,105.97,110.88,110.18,121.45,127.23,130.89,0.24090510094606454
Brazoria County,Texas,"Brazoria County, Texas",48039,100,105.06,109.18,111.83,114.42,118.55,124.87,127.98,127.98,127.73,127.24,123.38,125.57,129.72,139.37,150.14,161.61,169.41,180.8,189.7,194.24,0.3611250627825213
Brazos County,Texas,"Brazos County, Texas",48041,100,104.6,108.32,111.55,115.61,120.25,125.78,131.47,135.45,139.87,142.4,140.43,143.01,144.15,152.97,164.38,178.91,187.88,195.64,202.42,208.14,0.3232659998692553
