Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Bibb County,21960,19860,2100,784,1184,132,,89,"Montgomery County, Alabama","Bibb County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Bullock County,10800,9487,1313,482,637,194,,154,"Montgomery County, Alabama","Bullock County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Butler County,19859,18346,1513,772,555,186,,103,"Montgomery County, Alabama","Butler County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Calhoun County,113102,94947,18088,11467,4162,2459,67,101,"Montgomery County, Alabama","Calhoun County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Chilton County,43801,39270,4531,2835,1234,462,,74,"Montgomery County, Alabama","Chilton County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Choctaw County,12956,11507,1449,619,552,278,,29,"Montgomery County, Alabama","Choctaw County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Clarke County,24100,22249,1851,1146,413,292,,48,"Montgomery County, Alabama","Clarke County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Coffee County,50813,42121,8498,4027,2105,2366,194,26,"Montgomery County, Alabama","Coffee County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Colbert County,55260,49004,6256,2999,2618,639,,2,"Montgomery County, Alabama","Colbert County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Conecuh County,12488,11909,579,191,357,31,,11,"Montgomery County, Alabama","Conecuh County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Covington County,36312,32660,3652,2481,768,403,,24,"Montgomery County, Alabama","Covington County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Crenshaw County,14151,12815,1336,642,565,129,,129,"Montgomery County, Alabama","Crenshaw County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Cullman County,81656,73714,7942,5015,2223,704,,5,"Montgomery County, Alabama","Cullman County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Dale County,47147,39659,7488,3126,2289,2073,,16,"Montgomery County, Alabama","Dale County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Dallas County,39054,34106,4948,3123,1392,433,,522,"Montgomery County, Alabama","Dallas County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Elmore County,78802,68625,10177,4551,4515,1111,,1459,"Montgomery County, Alabama","Elmore County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Escambia County,37335,34514,2821,1318,1117,386,,67,"Montgomery County, Alabama","Escambia County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Etowah County,101090,87863,13227,9063,2435,1729,,116,"Montgomery County, Alabama","Etowah County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Fayette County,15906,14110,1796,1146,514,136,,13,"Montgomery County, Alabama","Fayette County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Franklin County,31191,28609,2582,1412,828,342,,1,"Montgomery County, Alabama","Franklin County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Hale County,15510,13729,1781,407,1059,315,,9,"Montgomery County, Alabama","Hale County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Henry County,16888,15771,1117,460,580,77,,7,"Montgomery County, Alabama","Henry County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Houston County,104899,91535,13364,7157,3767,2440,,67,"Montgomery County, Alabama","Houston County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Jefferson County,650812,547909,102903,71086,18532,13285,,577,"Montgomery County, Alabama","Jefferson County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Lee County,153728,128091,25637,14360,4949,6328,,360,"Montgomery County, Alabama","Lee County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Limestone County,90955,81011,9944,4943,3464,1537,,23,"Montgomery County, Alabama","Limestone County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Lowndes County,10162,8845,1317,854,446,17,,294,"Montgomery County, Alabama","Lowndes County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Macon County,18180,16820,1360,621,656,83,,232,"Montgomery County, Alabama","Macon County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Madison County,355157,298126,57019,37693,8736,10590,12,201,"Montgomery County, Alabama","Madison County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Marengo County,19661,17582,2079,1142,764,173,,35,"Montgomery County, Alabama","Marengo County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Marshall County,94779,83310,11469,6142,3745,1582,,3,"Montgomery County, Alabama","Marshall County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Mobile County,411234,358901,52333,37330,5941,9062,,630,"Montgomery County, Alabama","Mobile County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Monroe County,21074,19543,1531,1002,289,240,,46,"Montgomery County, Alabama","Monroe County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Morgan County,117102,104283,12819,8027,3833,959,,27,"Montgomery County, Alabama","Morgan County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Pickens County,20118,18002,2116,1042,749,325,,20,"Montgomery County, Alabama","Pickens County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Pike County,32360,27746,4614,2279,1654,681,,122,"Montgomery County, Alabama","Pike County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Randolph County,22310,20072,2238,1330,541,367,,16,"Montgomery County, Alabama","Randolph County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Russell County,55808,46872,8936,3938,1524,3474,,63,"Montgomery County, Alabama","Russell County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,St. Clair County,87046,76746,10300,5410,4028,862,,8,"Montgomery County, Alabama","St. Clair County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Shelby County,207819,182989,24830,12235,8024,4571,,117,"Montgomery County, Alabama","Shelby County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Talladega County,79471,68921,10550,6651,2621,1278,,51,"Montgomery County, Alabama","Talladega County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Tallapoosa County,40516,36101,4415,1860,1929,626,,70,"Montgomery County, Alabama","Tallapoosa County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Tuscaloosa County,197369,169020,28349,18668,5255,4426,,469,"Montgomery County, Alabama","Tuscaloosa County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Walker County,62018,54678,7340,5170,1762,408,,52,"Montgomery County, Alabama","Walker County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alabama,Winston County,23872,20974,2898,1641,1182,75,,11,"Montgomery County, Alabama","Winston County, Alabama"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alaska,Anchorage Municipality,294602,232111,62483,36990,5832,19661,8,9,"Montgomery County, Alabama","Anchorage Municipality, Alaska"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alaska,Fairbanks North Star Borough,98888,78180,20708,9961,1705,9042,,13,"Montgomery County, Alabama","Fairbanks North Star Borough, Alaska"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Alaska,Kodiak Island Borough,13294,10562,2730,1145,251,1334,2,16,"Montgomery County, Alabama","Kodiak Island Borough, Alaska"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Arizona,Cochise County,123826,103962,19864,8467,4877,6520,,32,"Montgomery County, Alabama","Cochise County, Arizona"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Arizona,Maricopa County,4215842,3553904,661843,511736,47088,103019,95,48,"Montgomery County, Alabama","Maricopa County, Arizona"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Arizona,Pima County,995009,814227,180694,135546,16385,28763,88,63,"Montgomery County, Alabama","Pima County, Arizona"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Arkansas,Pulaski County,390600,327554,63010,39406,12217,11387,36,90,"Montgomery County, Alabama","Pulaski County, Arkansas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,Imperial County,178180,156588,21592,14591,5071,1930,,12,"Montgomery County, Alabama","Imperial County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,Los Angeles County,10010257,8943552,1066388,746329,178755,141304,317,22,"Montgomery County, Alabama","Los Angeles County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,Sacramento County,1489968,1278817,211151,144088,45129,21934,,9,"Montgomery County, Alabama","Sacramento County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,San Bernardino County,2094007,1842497,251510,159806,55841,35863,,83,"Montgomery County, Alabama","San Bernardino County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,San Diego County,3263499,2774539,488954,332734,61697,94523,6,46,"Montgomery County, Alabama","San Diego County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,San Francisco County,870216,741269,128859,60916,48705,19238,88,3,"Montgomery County, Alabama","San Francisco County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,California,Santa Barbara County,431762,356103,75659,52940,13177,9542,,74,"Montgomery County, Alabama","Santa Barbara County, California"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Colorado,Arapahoe County,631574,521220,110354,49604,40883,19867,,9,"Montgomery County, Alabama","Arapahoe County, Colorado"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Colorado,El Paso County,672681,537900,134662,79826,12969,41867,119,9,"Montgomery County, Alabama","El Paso County, Colorado"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Colorado,Jefferson County,565923,481576,84347,36539,32628,15180,,45,"Montgomery County, Alabama","Jefferson County, Colorado"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Colorado,Mesa County,146116,121188,24810,17484,3589,3737,118,31,"Montgomery County, Alabama","Mesa County, Colorado"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Connecticut,Litchfield County,181743,163544,18199,8998,4630,4571,,45,"Montgomery County, Alabama","Litchfield County, Connecticut"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Connecticut,New Haven County,848049,747197,100793,62945,14799,23049,59,47,"Montgomery County, Alabama","New Haven County, Connecticut"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,District of Columbia,District of Columbia,677804,550292,127424,67486,,59938,88,19,"Montgomery County, Alabama","District of Columbia, District of Columbia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Bay County,182650,142261,40342,23481,8389,8472,47,492,"Montgomery County, Alabama","Bay County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Brevard County,567736,496449,71225,46106,11242,13877,62,7,"Montgomery County, Alabama","Brevard County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Broward County,1883356,1617109,265921,178754,52774,34393,326,102,"Montgomery County, Alabama","Broward County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Duval County,917824,747731,169981,116789,27375,25817,112,69,"Montgomery County, Alabama","Duval County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Escambia County,305354,253436,51907,28391,8294,15222,11,156,"Montgomery County, Alabama","Escambia County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Gadsden County,45803,40868,4935,1319,2943,673,,21,"Montgomery County, Alabama","Gadsden County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Highlands County,99879,86944,12935,8275,2640,2020,,28,"Montgomery County, Alabama","Highlands County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Hillsborough County,1382753,1153667,228550,152369,43546,32635,536,71,"Montgomery County, Alabama","Hillsborough County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Leon County,277605,216758,60847,39838,12973,8036,,22,"Montgomery County, Alabama","Leon County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Miami-Dade County,2669671,2349909,319304,218785,58962,41557,458,56,"Montgomery County, Alabama","Miami-Dade County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Okaloosa County,199014,158827,40187,19916,7851,12420,,102,"Montgomery County, Alabama","Okaloosa County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Orange County,1307151,1088838,216594,132272,53847,30475,1719,3,"Montgomery County, Alabama","Orange County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Osceola County,340812,296188,43990,21959,15294,6737,634,14,"Montgomery County, Alabama","Osceola County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Palm Beach County,1421556,1232724,188777,128601,32949,27227,55,44,"Montgomery County, Alabama","Palm Beach County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Pasco County,510174,446289,63653,33918,19171,10564,232,3,"Montgomery County, Alabama","Pasco County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Pinellas County,945554,807794,137485,91189,25651,20645,275,18,"Montgomery County, Alabama","Pinellas County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Putnam County,71873,63789,8084,4727,2688,669,,13,"Montgomery County, Alabama","Putnam County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,St. Johns County,230409,200541,29868,14997,9215,5656,,18,"Montgomery County, Alabama","St. Johns County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Santa Rosa County,168391,141020,27371,11927,7788,7656,,177,"Montgomery County, Alabama","Santa Rosa County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Seminole County,450676,386487,63993,29559,23969,10465,196,17,"Montgomery County, Alabama","Seminole County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Sumter County,121607,109007,12570,5241,4239,3090,30,13,"Montgomery County, Alabama","Sumter County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Florida,Volusia County,521130,458868,62155,37435,12411,12309,107,44,"Montgomery County, Alabama","Volusia County, Florida"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Bibb County,146848,125382,21466,14112,5087,2267,,17,"Montgomery County, Alabama","Bibb County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Carroll County,111732,94375,17357,10790,4362,2205,,6,"Montgomery County, Alabama","Carroll County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Clarke County,114353,87567,26786,15193,7349,4244,,16,"Montgomery County, Alabama","Clarke County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Clayton County,274864,228753,46028,21920,19577,4531,83,102,"Montgomery County, Alabama","Clayton County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Cobb County,733810,622873,110937,58621,32948,19368,,55,"Montgomery County, Alabama","Cobb County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,DeKalb County,734699,615787,118912,59299,39881,19732,,129,"Montgomery County, Alabama","DeKalb County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Dougherty County,87793,69475,18318,12134,4336,1848,,18,"Montgomery County, Alabama","Dougherty County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Douglas County,139814,120815,18999,8825,7812,2362,,55,"Montgomery County, Alabama","Douglas County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Fayette County,112522,98287,14235,4679,6287,3269,,11,"Montgomery County, Alabama","Fayette County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Floyd County,96244,81890,14354,9463,3545,1346,,11,"Montgomery County, Alabama","Floyd County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Fulton County,1024769,842002,182610,85456,58703,38451,157,346,"Montgomery County, Alabama","Fulton County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Gordon County,57124,50035,7089,4129,2400,560,,2,"Montgomery County, Alabama","Gordon County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Gwinnett County,898878,789036,109695,55476,35895,18324,147,105,"Montgomery County, Alabama","Gwinnett County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Haralson County,28405,25417,2988,1373,1179,436,,16,"Montgomery County, Alabama","Haralson County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Henry County,219737,193535,26181,11335,10381,4465,21,30,"Montgomery County, Alabama","Henry County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Houston County,149156,125678,23478,13675,6280,3523,,11,"Montgomery County, Alabama","Houston County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Laurens County,48001,41676,6325,3378,2254,693,,5,"Montgomery County, Alabama","Laurens County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Lee County,29261,25178,4074,1678,1521,875,9,17,"Montgomery County, Alabama","Lee County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Lowndes County,113380,96480,16900,9055,3738,4107,,12,"Montgomery County, Alabama","Lowndes County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Mitchell County,21858,19390,2468,1367,726,375,,23,"Montgomery County, Alabama","Mitchell County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Muscogee County,188899,150700,38199,21456,5899,10844,,170,"Montgomery County, Alabama","Muscogee County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Newton County,105069,92605,12464,4854,6432,1178,,19,"Montgomery County, Alabama","Newton County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Georgia,Wayne County,30088,25793,4295,2057,1550,688,,12,"Montgomery County, Alabama","Wayne County, Georgia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Hawaii,Honolulu County,972698,834438,138246,82937,3514,51795,14,7,"Montgomery County, Alabama","Honolulu County, Hawaii"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Illinois,Cook County,5186144,4486555,699293,483728,81192,134373,296,220,"Montgomery County, Alabama","Cook County, Illinois"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Illinois,Peoria County,185556,156709,28847,16079,6766,6002,,21,"Montgomery County, Alabama","Peoria County, Illinois"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Indiana,Marion County,948530,803104,145382,89544,33936,21902,44,110,"Montgomery County, Alabama","Marion County, Indiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Indiana,Monroe County,134988,100505,34483,24077,5440,4966,,11,"Montgomery County, Alabama","Monroe County, Indiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Indiana,Perry County,18586,17086,1500,718,580,202,,8,"Montgomery County, Alabama","Perry County, Indiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Indiana,Vanderburgh County,175542,146964,28578,20234,4532,3812,,32,"Montgomery County, Alabama","Vanderburgh County, Indiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Iowa,Black Hawk County,130402,104603,25799,17111,5547,3141,,11,"Montgomery County, Alabama","Black Hawk County, Iowa"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Iowa,Scott County,171704,150481,21223,12278,2869,6076,,38,"Montgomery County, Alabama","Scott County, Iowa"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kansas,Johnson County,580018,493363,86655,51387,12214,23054,,7,"Montgomery County, Alabama","Johnson County, Kansas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kansas,Leavenworth County,78493,62983,15510,6272,2452,6786,,34,"Montgomery County, Alabama","Leavenworth County, Kansas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kansas,Lyon County,31881,25086,6795,5137,1308,350,,33,"Montgomery County, Alabama","Lyon County, Kansas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kentucky,Jefferson County,760047,640703,119284,83434,15284,20566,60,4,"Montgomery County, Alabama","Jefferson County, Kentucky"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kentucky,Oldham County,64407,57358,7049,2580,2864,1605,,4,"Montgomery County, Alabama","Oldham County, Kentucky"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kentucky,Scott County,53312,44803,8509,5208,2511,790,,23,"Montgomery County, Alabama","Scott County, Kentucky"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kentucky,Warren County,119763,98368,21395,14700,4092,2603,,18,"Montgomery County, Alabama","Warren County, Kentucky"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Kentucky,Webster County,13222,11116,2106,1156,541,409,,2,"Montgomery County, Alabama","Webster County, Kentucky"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,Bossier Parish,125231,109660,15571,7120,4418,4033,,9,"Montgomery County, Alabama","Bossier Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,Jefferson Parish,429625,381323,48302,27535,13237,7530,,2,"Montgomery County, Alabama","Jefferson Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,Orleans Parish,388850,330407,58443,31712,12996,13735,,22,"Montgomery County, Alabama","Orleans Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,Rapides Parish,128531,111165,17366,11197,3554,2615,,105,"Montgomery County, Alabama","Rapides Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,St. Bernard Parish,45496,40392,5104,2704,1637,763,,9,"Montgomery County, Alabama","St. Bernard Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Louisiana,St. Tammany Parish,254222,221265,32957,18467,6388,8102,,8,"Montgomery County, Alabama","St. Tammany Parish, Louisiana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Maryland,Anne Arundel County,560635,481055,79553,41518,16014,22021,27,6,"Montgomery County, Alabama","Anne Arundel County, Maryland"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Maryland,Prince George's County,890273,769345,120896,69291,25805,25800,32,57,"Montgomery County, Alabama","Prince George's County, Maryland"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Michigan,Oakland County,1240442,1084509,155933,88782,45441,21710,,18,"Montgomery County, Alabama","Oakland County, Michigan"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Michigan,Saginaw County,190567,165061,25506,16305,6993,2208,,42,"Montgomery County, Alabama","Saginaw County, Michigan"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Michigan,Washtenaw County,352272,281703,70549,41647,15196,13706,20,63,"Montgomery County, Alabama","Washtenaw County, Michigan"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Michigan,Wayne County,1741309,1513932,227318,158085,45957,23276,59,56,"Montgomery County, Alabama","Wayne County, Michigan"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Minnesota,Ramsey County,532364,442081,90283,46633,31145,12505,,82,"Montgomery County, Alabama","Ramsey County, Minnesota"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Minnesota,St. Louis County,195937,164884,31053,20467,6228,4358,,13,"Montgomery County, Alabama","St. Louis County, Minnesota"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Alcorn County,36878,32091,4787,3203,1064,520,,4,"Montgomery County, Alabama","Alcorn County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Forrest County,75523,58950,16573,7479,6804,2290,,8,"Montgomery County, Alabama","Forrest County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Harrison County,195835,159423,36412,21984,4931,9497,,66,"Montgomery County, Alabama","Harrison County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Hinds County,237360,197285,40075,25944,8135,5996,,5,"Montgomery County, Alabama","Hinds County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Jackson County,142655,123059,19596,11574,4143,3879,,234,"Montgomery County, Alabama","Jackson County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Lowndes County,59798,50642,9156,4725,1875,2556,,20,"Montgomery County, Alabama","Lowndes County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Marion County,24733,22661,2072,815,886,371,,25,"Montgomery County, Alabama","Marion County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Winston County,17933,15344,2589,1463,692,434,,9,"Montgomery County, Alabama","Winston County, Mississippi"
