Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Mississippi,Yazoo County,26870,24184,2686,1730,644,312,,32,"Montgomery County, Alabama","Yazoo County, Mississippi"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Missouri,Jackson County,694343,586567,107720,62806,19713,25201,56,13,"Montgomery County, Alabama","Jackson County, Missouri"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Missouri,Johnson County,50502,38475,12027,6811,2551,2665,,10,"Montgomery County, Alabama","Johnson County, Missouri"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Missouri,St. Louis County,981923,845199,136724,83378,29055,24291,,17,"Montgomery County, Alabama","St. Louis County, Missouri"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Montana,Toole County,4955,3931,1024,501,378,145,,15,"Montgomery County, Alabama","Toole County, Montana"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Nevada,Clark County,2118388,1765401,352974,277262,8124,67588,13,52,"Montgomery County, Alabama","Clark County, Nevada"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Hampshire,Hillsborough County,400402,347037,53294,34022,7133,12139,71,4,"Montgomery County, Alabama","Hillsborough County, New Hampshire"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Jersey,Burlington County,444359,394093,50266,23256,10636,16374,,61,"Montgomery County, Alabama","Burlington County, New Jersey"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Jersey,Somerset County,328839,296670,32117,10594,11021,10502,52,36,"Montgomery County, Alabama","Somerset County, New Jersey"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Mexico,Curry County,48841,38829,10012,5673,1306,3033,,82,"Montgomery County, Alabama","Curry County, New Mexico"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Mexico,Doña Ana County,211298,183561,27737,16229,3501,8007,,29,"Montgomery County, Alabama","Doña Ana County, New Mexico"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New Mexico,Otero County,63666,52389,11277,4703,2218,4356,,57,"Montgomery County, Alabama","Otero County, New Mexico"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New York,Nassau County,1347568,1252269,95299,46554,26356,22389,,9,"Montgomery County, Alabama","Nassau County, New York"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,New York,Richmond County,473134,441289,31845,16039,5207,10599,,21,"Montgomery County, Alabama","Richmond County, New York"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Alamance County,159999,138645,21354,12758,6643,1953,,22,"Montgomery County, Alabama","Alamance County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Craven County,101169,82587,18582,8170,4541,5871,,3,"Montgomery County, Alabama","Craven County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Cumberland County,324531,255251,69108,35277,11941,21890,172,64,"Montgomery County, Alabama","Cumberland County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Durham County,305816,246427,59389,31348,18085,9956,,13,"Montgomery County, Alabama","Durham County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Guilford County,515198,438918,76280,47296,18530,10454,,13,"Montgomery County, Alabama","Guilford County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Iredell County,171298,148276,23022,13378,6001,3643,,22,"Montgomery County, Alabama","Iredell County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Carolina,Wake County,1031646,867353,164283,108121,30993,25169,10,10,"Montgomery County, Alabama","Wake County, North Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,North Dakota,Ward County,68346,54096,14250,7084,2227,4939,,203,"Montgomery County, Alabama","Ward County, North Dakota"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Cuyahoga County,1238075,1046267,191682,136115,32729,22838,126,50,"Montgomery County, Alabama","Cuyahoga County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Franklin County,1265366,1027679,237640,170059,38497,29084,47,47,"Montgomery County, Alabama","Franklin County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Hamilton County,798979,666391,132588,90019,20124,22445,,4,"Montgomery County, Alabama","Hamilton County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Lucas County,424908,355603,69305,49894,10729,8682,,7,"Montgomery County, Alabama","Lucas County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Montgomery County,522422,429177,93245,64327,19021,9897,,11,"Montgomery County, Alabama","Montgomery County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Summit County,538071,470038,68033,41185,17497,9351,,15,"Montgomery County, Alabama","Summit County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Ohio,Wood County,125276,102300,22976,13318,6742,2916,,6,"Montgomery County, Alabama","Wood County, Ohio"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Oklahoma,Comanche County,114361,86464,27897,15957,3842,8098,,14,"Montgomery County, Alabama","Comanche County, Oklahoma"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Oklahoma,Jackson County,24366,18923,5443,3106,844,1493,,37,"Montgomery County, Alabama","Jackson County, Oklahoma"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Oklahoma,Oklahoma County,772013,628505,143460,96824,26164,20472,48,26,"Montgomery County, Alabama","Oklahoma County, Oklahoma"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Oregon,Benton County,87654,67173,20481,10247,6520,3714,,25,"Montgomery County, Alabama","Benton County, Oregon"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Oregon,Marion County,332080,284348,47732,29986,12559,5187,,11,"Montgomery County, Alabama","Marion County, Oregon"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Pennsylvania,Lehigh County,358430,312151,46090,27503,11763,6824,189,8,"Montgomery County, Alabama","Lehigh County, Pennsylvania"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Pennsylvania,Philadelphia County,1557794,1334206,222525,144974,37239,40312,1063,2,"Montgomery County, Alabama","Philadelphia County, Pennsylvania"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Rhode Island,Providence County,622460,544684,77484,53889,6829,16766,292,6,"Montgomery County, Alabama","Providence County, Rhode Island"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,Beaufort County,182564,155343,27221,13408,3277,10536,,29,"Montgomery County, Alabama","Beaufort County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,Berkeley County,205751,176629,29122,12150,9308,7664,,31,"Montgomery County, Alabama","Berkeley County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,Greenwood County,69844,62192,7652,4238,2510,904,,6,"Montgomery County, Alabama","Greenwood County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,Oconee County,74459,66689,7770,4642,1765,1363,,31,"Montgomery County, Alabama","Oconee County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,Richland County,387307,316713,70557,40021,14217,16319,37,10,"Montgomery County, Alabama","Richland County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,South Carolina,York County,253148,222226,30917,18927,3888,8102,5,29,"Montgomery County, Alabama","York County, South Carolina"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Cumberland County,57671,49037,8634,6099,1738,797,,14,"Montgomery County, Alabama","Cumberland County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Davidson County,673290,548039,125251,74329,28355,22567,,60,"Montgomery County, Alabama","Davidson County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Franklin County,40750,37037,3713,1951,1203,559,,5,"Montgomery County, Alabama","Franklin County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Gibson County,49400,42481,6919,3907,2203,809,,5,"Montgomery County, Alabama","Gibson County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Hamilton County,352435,306572,45863,28849,6314,10700,,8,"Montgomery County, Alabama","Hamilton County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Haywood County,18427,15939,2488,1068,1024,396,,14,"Montgomery County, Alabama","Haywood County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Knox County,448657,376769,71888,46910,12671,12307,,18,"Montgomery County, Alabama","Knox County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Maury County,90250,78900,11350,5284,3975,2091,,2,"Montgomery County, Alabama","Maury County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Montgomery County,195092,156440,38494,18084,4488,15922,158,35,"Montgomery County, Alabama","Montgomery County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Rhea County,32670,26910,5760,3376,1537,847,,1,"Montgomery County, Alabama","Rhea County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Robertson County,69418,61157,8261,3613,2924,1724,,2,"Montgomery County, Alabama","Robertson County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Tennessee,Shelby County,927141,787186,139939,100257,8676,31006,16,80,"Montgomery County, Alabama","Shelby County, Tennessee"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Atascosa County,49582,43152,6430,3399,2259,772,,65,"Montgomery County, Alabama","Atascosa County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Bell County,332970,258014,74923,44604,13310,17009,33,24,"Montgomery County, Alabama","Bell County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Bexar County,1909872,1606174,303551,217134,48790,37627,147,132,"Montgomery County, Alabama","Bexar County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Brazoria County,354194,313244,40950,20501,17215,3234,,49,"Montgomery County, Alabama","Brazoria County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Collin County,948338,820049,128191,64393,44065,19733,98,26,"Montgomery County, Alabama","Collin County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Dallas County,2569286,2170422,398804,257454,100567,40783,60,6,"Montgomery County, Alabama","Dallas County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,El Paso County,820816,697822,122875,81436,13989,27450,119,59,"Montgomery County, Alabama","El Paso County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Fort Bend County,740756,661988,78768,39597,29725,9446,,88,"Montgomery County, Alabama","Fort Bend County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Galveston County,320807,273822,46985,28088,14362,4535,,18,"Montgomery County, Alabama","Galveston County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Harris County,4537725,3848341,689176,507243,116720,65213,208,79,"Montgomery County, Alabama","Harris County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Medina County,48165,42710,5455,3040,2101,314,,67,"Montgomery County, Alabama","Medina County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Montgomery County,553464,483147,70317,39943,23260,7114,,30,"Montgomery County, Alabama","Montgomery County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Texas,Taylor County,133304,106137,27167,16485,8034,2648,,9,"Montgomery County, Alabama","Taylor County, Texas"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Utah,Sevier County,20549,17703,2846,1787,847,212,,7,"Montgomery County, Alabama","Sevier County, Utah"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Utah,Weber County,244598,209084,35514,21037,9997,4480,,13,"Montgomery County, Alabama","Weber County, Utah"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Fairfax County,1129412,966584,162757,75238,41502,46017,71,109,"Montgomery County, Alabama","Fairfax County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Henrico County,319025,272935,46090,25065,15160,5865,,33,"Montgomery County, Alabama","Henrico County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,King George County,25676,22225,3451,1179,1420,852,,13,"Montgomery County, Alabama","King George County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Lee County,23876,20998,2878,1568,259,1051,,12,"Montgomery County, Alabama","Lee County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Prince William County,456955,395147,61754,25754,19768,16232,54,48,"Montgomery County, Alabama","Prince William County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,York County,66786,56510,10188,2300,4579,3309,88,112,"Montgomery County, Alabama","York County, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Chesapeake city,235566,202478,33088,11211,12671,9206,,36,"Montgomery County, Alabama","Chesapeake city, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Hampton city,132913,108619,24294,10076,9114,5104,,6,"Montgomery County, Alabama","Hampton city, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Norfolk city,227602,176367,51235,26540,13294,11401,,16,"Montgomery County, Alabama","Norfolk city, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Virginia,Virginia Beach city,442815,365430,77191,40502,17333,19356,194,14,"Montgomery County, Alabama","Virginia Beach city, Virginia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Washington,King County,2140586,1758781,381686,255067,66069,60550,119,36,"Montgomery County, Alabama","King County, Washington"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Washington,Thurston County,271273,223686,47587,26952,9767,10868,,30,"Montgomery County, Alabama","Thurston County, Washington"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Washington,Whitman County,43126,31061,12065,6922,3065,2078,,33,"Montgomery County, Alabama","Whitman County, Washington"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Wisconsin,Dane County,522797,430135,92662,62701,13447,16514,,17,"Montgomery County, Alabama","Dane County, Wisconsin"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Wisconsin,Dunn County,42063,35900,6163,3361,1932,870,,9,"Montgomery County, Alabama","Dunn County, Wisconsin"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Puerto Rico,Cayey Municipio,45431,40779,3287,1678,1609,1365,,11,"Montgomery County, Alabama","Cayey Municipio, Puerto Rico"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Puerto Rico,San Juan Municipio,344018,302910,25471,17733,7738,15637,,4,"Montgomery County, Alabama","San Juan Municipio, Puerto Rico"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Asia,-,,,,,,,,1014,"Montgomery County, Alabama","-, Asia"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Central America,-,,,,,,,,101,"Montgomery County, Alabama","-, Central America"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Caribbean,-,,,,,,,,89,"Montgomery County, Alabama","-, Caribbean"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,Europe,-,,,,,,,,249,"Montgomery County, Alabama","-, Europe"
Alabama,Montgomery County,224583,177968,44981,29974,7525,7482,1634,U.S. Island Areas,-,,,,,,,,35,"Montgomery County, Alabama","-, U.S. Island Areas"
