State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
Nebraska,Dakota County,"Dakota County, Nebraska",20550,20026,-116.0,-0.0056447688564476885
Nebraska,Dawes County,"Dawes County, Nebraska",8958,8589,499.0,0.055704398303192675
Nebraska,Dawson County,"Dawson County, Nebraska",23892,23595,-265.0,-0.011091578771136782
Nebraska,Deuel County,"Deuel County, Nebraska",1910,1794,90.0,0.04712041884816754
Nebraska,Dixon County,"Dixon County, Nebraska",5769,5636,-195.0,-0.03380135205408216
Nebraska,Dodge County,"Dodge County, Nebraska",36567,36565,-64.0,-0.0017502119397270763
Nebraska,Douglas County,"Douglas County, Nebraska",549029,571327,-2476.0,-0.004509779993406541
Nebraska,Dundy County,"Dundy County, Nebraska",1770,1693,119.0,0.0672316384180791
Nebraska,Fillmore County,"Fillmore County, Nebraska",5553,5462,-91.0,-0.016387538267603096
Nebraska,Franklin County,"Franklin County, Nebraska",2977,2979,-71.0,-0.023849512932482365
Nebraska,Frontier County,"Frontier County, Nebraska",2631,2627,114.0,0.043329532497149374
Nebraska,Furnas County,"Furnas County, Nebraska",4831,4676,-394.0,-0.08155661353756986
Nebraska,Gage County,"Gage County, Nebraska",21715,21513,-326.0,-0.015012664057103385
Nebraska,Garden County,"Garden County, Nebraska",1916,1837,30.0,0.015657620041753653
Nebraska,Garfield County,"Garfield County, Nebraska",2014,1969,56.0,0.027805362462760674
Nebraska,Gosper County,"Gosper County, Nebraska",2025,1990,-94.0,-0.046419753086419754
Nebraska,Grant County,"Grant County, Nebraska",646,623,-92.0,-0.14241486068111456
Nebraska,Greeley County,"Greeley County, Nebraska",2435,2356,-33.0,-0.013552361396303902
Nebraska,Hall County,"Hall County, Nebraska",61132,61353,-1186.0,-0.01940064123535955
Nebraska,Hamilton County,"Hamilton County, Nebraska",9141,9324,112.0,0.012252488786784815
Nebraska,Harlan County,"Harlan County, Nebraska",3441,3380,-121.0,-0.035164196454519035
Nebraska,Hayes County,"Hayes County, Nebraska",915,922,-36.0,-0.03934426229508197
Nebraska,Hitchcock County,"Hitchcock County, Nebraska",2879,2762,15.0,0.005210142410559222
Nebraska,Holt County,"Holt County, Nebraska",10263,10067,116.0,0.011302737990840885
Nebraska,Hooker County,"Hooker County, Nebraska",714,682,47.0,0.06582633053221289
Nebraska,Howard County,"Howard County, Nebraska",6382,6445,-207.0,-0.03243497336258226
Nebraska,Jefferson County,"Jefferson County, Nebraska",7221,7046,-133.0,-0.018418501592577206
Nebraska,Johnson County,"Johnson County, Nebraska",5239,5071,-399.0,-0.07615957243748807
Nebraska,Kearney County,"Kearney County, Nebraska",6558,6495,-232.0,-0.03537663921927417
Nebraska,Keith County,"Keith County, Nebraska",8136,8034,294.0,0.036135693215339236
Nebraska,Keya Paha County,"Keya Paha County, Nebraska",797,806,2.0,0.002509410288582183
Nebraska,Kimball County,"Kimball County, Nebraska",3716,3632,62.0,0.016684607104413347
Nebraska,Knox County,"Knox County, Nebraska",8468,8332,-232.0,-0.0273972602739726
Nebraska,Lancaster County,"Lancaster County, Nebraska",306096,319090,7257.0,0.023708248392661127
Nebraska,Lincoln County,"Lincoln County, Nebraska",35501,34914,470.0,0.013239063688346807
Nebraska,Logan County,"Logan County, Nebraska",791,748,16.0,0.020227560050568902
Nebraska,Loup County,"Loup County, Nebraska",606,664,5.0,0.00825082508250825
Nebraska,McPherson County,"McPherson County, Nebraska",489,494,1.0,0.002044989775051125
Nebraska,Madison County,"Madison County, Nebraska",34999,35099,358.0,0.01022886368181948
Nebraska,Merrick County,"Merrick County, Nebraska",7805,7755,-310.0,-0.03971812940422806
Nebraska,Morrill County,"Morrill County, Nebraska",4925,4642,-394.0,-0.08
Nebraska,Nance County,"Nance County, Nebraska",3573,3519,-126.0,-0.03526448362720403
Nebraska,Nemaha County,"Nemaha County, Nebraska",7005,6972,263.0,0.03754461099214847
Nebraska,Nuckolls County,"Nuckolls County, Nebraska",4322,4148,-175.0,-0.04049051365108746
Nebraska,Otoe County,"Otoe County, Nebraska",15842,16012,11.0,0.0006943567731347053
Nebraska,Pawnee County,"Pawnee County, Nebraska",2691,2613,-43.0,-0.015979189892233372
Nebraska,Perkins County,"Perkins County, Nebraska",2932,2891,-22.0,-0.007503410641200546
Nebraska,Phelps County,"Phelps County, Nebraska",9217,9034,-332.0,-0.03602039709232939
Nebraska,Pierce County,"Pierce County, Nebraska",7190,7148,-284.0,-0.03949930458970793
Nebraska,Platte County,"Platte County, Nebraska",32876,33470,-111.0,-0.0033763231536683294
Nebraska,Polk County,"Polk County, Nebraska",5171,5213,35.0,0.006768516727905628
Nebraska,Red Willow County,"Red Willow County, Nebraska",10883,10724,-123.0,-0.011302030690067078
Nebraska,Richardson County,"Richardson County, Nebraska",8025,7865,28.0,0.003489096573208723
Nebraska,Rock County,"Rock County, Nebraska",1417,1357,10.0,0.007057163020465773
Nebraska,Saline County,"Saline County, Nebraska",14196,14224,137.0,0.009650605804451958
Nebraska,Sarpy County,"Sarpy County, Nebraska",175173,187196,-934.0,-0.005331871920901052
Nebraska,Saunders County,"Saunders County, Nebraska",20949,21578,-5.0,-0.0002386748770824383
Nebraska,Scotts Bluff County,"Scotts Bluff County, Nebraska",36245,35618,241.0,0.006649192992136847
Nebraska,Seward County,"Seward County, Nebraska",16994,17284,586.0,0.034482758620689655
Nebraska,Sheridan County,"Sheridan County, Nebraska",5216,5246,68.0,0.01303680981595092
Nebraska,Sherman County,"Sherman County, Nebraska",3036,3001,23.0,0.007575757575757576
Nebraska,Sioux County,"Sioux County, Nebraska",1276,1166,-45.0,-0.03526645768025078
Nebraska,Stanton County,"Stanton County, Nebraska",5944,5920,-442.0,-0.0743606998654105
Nebraska,Thayer County,"Thayer County, Nebraska",5129,5003,-50.0,-0.009748488984207448
Nebraska,Thomas County,"Thomas County, Nebraska",693,722,54.0,0.07792207792207792
Nebraska,Thurston County,"Thurston County, Nebraska",7073,7224,-218.0,-0.030821433620811536
Nebraska,Valley County,"Valley County, Nebraska",4168,4158,-45.0,-0.010796545105566218
Nebraska,Washington County,"Washington County, Nebraska",19917,20729,144.0,0.0072300045187528245
Nebraska,Wayne County,"Wayne County, Nebraska",9366,9385,328.0,0.03502028614136238
Nebraska,Webster County,"Webster County, Nebraska",3592,3487,119.0,0.033129175946547886
Nebraska,Wheeler County,"Wheeler County, Nebraska",779,783,-86.0,-0.110397946084724
Nebraska,York County,"York County, Nebraska",13797,13679,442.0,0.03203594984416902
Nevada,Churchill County,"Churchill County, Nevada",23957,24909,-51.0,-0.0021288141253078432
Nevada,Clark County,"Clark County, Nevada",2096717,2266715,26470.0,0.012624498203620231
Nevada,Douglas County,"Douglas County, Nevada",47404,48905,124.0,0.0026158130115602057
Nevada,Elko County,"Elko County, Nevada",51728,52778,369.0,0.007133467367769873
Nevada,Esmeralda County,"Esmeralda County, Nevada",830,873,2.0,0.0024096385542168677
Nevada,Eureka County,"Eureka County, Nevada",2029,2029,-36.0,-0.017742730409068506
Nevada,Humboldt County,"Humboldt County, Nevada",17017,16831,242.0,0.014221073044602456
Nevada,Lander County,"Lander County, Nevada",5873,5532,-317.0,-0.05397582155627448
Nevada,Lincoln County,"Lincoln County, Nevada",5136,5183,110.0,0.021417445482866043
Nevada,Lyon County,"Lyon County, Nevada",51974,57510,1134.0,0.021818601608496555
Nevada,Mineral County,"Mineral County, Nevada",4420,4505,62.0,0.014027149321266969
Nevada,Nye County,"Nye County, Nevada",42966,46523,648.0,0.01508169250104734
Nevada,Pershing County,"Pershing County, Nevada",6618,6725,586.0,0.08854638863705047
Nevada,Storey County,"Storey County, Nevada",3876,4123,280.0,0.07223942208462332
Nevada,Washoe County,"Washoe County, Nevada",442453,471519,3283.0,0.007419997152239899
Nevada,White Pine County,"White Pine County, Nevada",9873,9580,492.0,0.0498328775448192
Nevada,Carson City,"Carson City, Nevada",54068,55916,705.0,0.013039135902937041
New Hampshire,Belknap County,"Belknap County, New Hampshire",60370,61303,-997.0,-0.016514825244326653
New Hampshire,Carroll County,"Carroll County, New Hampshire",47399,48910,-114.0,-0.002405114031941602
New Hampshire,Cheshire County,"Cheshire County, New Hampshire",76288,76085,579.0,0.007589660234899329
New Hampshire,Coos County,"Coos County, New Hampshire",32343,31563,297.0,0.009182821630646508
New Hampshire,Grafton County,"Grafton County, New Hampshire",89439,89886,1883.0,0.021053455427721687
New Hampshire,Hillsborough County,"Hillsborough County, New Hampshire",408985,417025,5590.0,0.013667982933359414
New Hampshire,Merrimack County,"Merrimack County, New Hampshire",148649,151391,585.0,0.003935445243493061
New Hampshire,Rockingham County,"Rockingham County, New Hampshire",302691,309769,-1998.0,-0.006600790905576974
New Hampshire,Strafford County,"Strafford County, New Hampshire",127038,130633,3659.0,0.028802405579432925
New Hampshire,Sullivan County,"Sullivan County, New Hampshire",43148,43146,-623.0,-0.014438676184295911
New Jersey,Atlantic County,"Atlantic County, New Jersey",270153,263670,-1065.0,-0.003942210525146862
New Jersey,Bergen County,"Bergen County, New Jersey",926391,932202,-10444.0,-0.011273857366921743
New Jersey,Burlington County,"Burlington County, New Jersey",446832,445349,-4611.0,-0.010319314641744548
New Jersey,Camden County,"Camden County, New Jersey",507638,506471,-4028.0,-0.007934788175826081
New Jersey,Cape May County,"Cape May County, New Jersey",94160,92039,880.0,0.009345794392523364
New Jersey,Cumberland County,"Cumberland County, New Jersey",154712,149527,-771.0,-0.004983453125807953
New Jersey,Essex County,"Essex County, New Jersey",790439,798975,-8351.0,-0.010565015137157959
New Jersey,Gloucester County,"Gloucester County, New Jersey",290943,291636,-690.0,-0.0023715985605427866
New Jersey,Hudson County,"Hudson County, New Jersey",664492,672391,-14746.0,-0.02219138830866286
New Jersey,Hunterdon County,"Hunterdon County, New Jersey",125452,124371,-1142.0,-0.009103083250964513
New Jersey,Mercer County,"Mercer County, New Jersey",368124,367430,300.0,0.0008149427910160707
New Jersey,Middlesex County,"Middlesex County, New Jersey",825546,825062,-13695.0,-0.016589021084227894
New Jersey,Monmouth County,"Monmouth County, New Jersey",624079,618795,-2297.0,-0.0036806237671833213
New Jersey,Morris County,"Morris County, New Jersey",494259,491845,-6155.0,-0.012452985175788403
New Jersey,Ocean County,"Ocean County, New Jersey",587091,607186,3899.0,0.006641219163639027
New Jersey,Passaic County,"Passaic County, New Jersey",504629,501826,-5171.0,-0.010247132051467513
New Jersey,Salem County,"Salem County, New Jersey",63732,62385,-562.0,-0.008818176112470972
New Jersey,Somerset County,"Somerset County, New Jersey",329626,328934,-4959.0,-0.015044322959960683
New Jersey,Sussex County,"Sussex County, New Jersey",143004,140488,-1617.0,-0.011307376017454056
New Jersey,Union County,"Union County, New Jersey",549905,556341,-3428.0,-0.006233804020694483
New Jersey,Warren County,"Warren County, New Jersey",106742,105267,539.0,0.0050495587491334246
New Mexico,Bernalillo County,"Bernalillo County, New Mexico",676248,679121,-5978.0,-0.008839952206882683
New Mexico,Catron County,"Catron County, New Mexico",3476,3527,-219.0,-0.06300345224395858
New Mexico,Chaves County,"Chaves County, New Mexico",65825,64615,371.0,0.005636156475503229
New Mexico,Cibola County,"Cibola County, New Mexico",27044,26675,504.0,0.018636296405857122
New Mexico,Colfax County,"Colfax County, New Mexico",12429,11941,75.0,0.006034274680183442
New Mexico,Curry County,"Curry County, New Mexico",50290,48954,-393.0,-0.007814674885663155
New Mexico,De Baca County,"De Baca County, New Mexico",1873,1748,-228.0,-0.12172984516817939
New Mexico,Do�a Ana County,"Do�a Ana County, New Mexico",214034,218195,984.0,0.004597400413018492
New Mexico,Eddy County,"Eddy County, New Mexico",57715,58460,-1428.0,-0.024742268041237112
New Mexico,Grant County,"Grant County, New Mexico",28364,26998,390.0,0.013749823720208715
New Mexico,Guadalupe County,"Guadalupe County, New Mexico",4350,4300,-196.0,-0.045057471264367814
New Mexico,Harding County,"Harding County, New Mexico",719,625,-147.0,-0.20445062586926285
New Mexico,Hidalgo County,"Hidalgo County, New Mexico",4436,4198,187.0,0.04215509467989179
New Mexico,Lea County,"Lea County, New Mexico",71476,71070,-908.0,-0.01270356483295092
New Mexico,Lincoln County,"Lincoln County, New Mexico",19352,19572,118.0,0.006097560975609756
New Mexico,Los Alamos County,"Los Alamos County, New Mexico",17817,19369,-342.0,-0.019195150698770837
New Mexico,Luna County,"Luna County, New Mexico",24367,23709,-942.0,-0.03865884187630812
New Mexico,McKinley County,"McKinley County, New Mexico",73462,71367,-870.0,-0.01184285753178514
New Mexico,Mora County,"Mora County, New Mexico",4609,4521,-169.0,-0.03666738988934693
New Mexico,Otero County,"Otero County, New Mexico",64768,67490,-602.0,-0.009294713438735178
New Mexico,Quay County,"Quay County, New Mexico",8445,8253,-111.0,-0.013143872113676732
New Mexico,Rio Arriba County,"Rio Arriba County, New Mexico",39370,38921,316.0,0.008026416052832107
New Mexico,Roosevelt County,"Roosevelt County, New Mexico",19137,18500,534.0,0.027904060197523124
New Mexico,Sandoval County,"Sandoval County, New Mexico",138521,146748,1156.0,0.008345305044000549
New Mexico,San Juan County,"San Juan County, New Mexico",128246,123958,-1257.0,-0.00980147528967765
New Mexico,San Miguel County,"San Miguel County, New Mexico",28215,27277,117.0,0.004146730462519936
New Mexico,Santa Fe County,"Santa Fe County, New Mexico",148098,150358,80.0,0.0005401828518953666
New Mexico,Sierra County,"Sierra County, New Mexico",11236,10791,-440.0,-0.039159843360626556
New Mexico,Socorro County,"Socorro County, New Mexico",17152,16637,-406.0,-0.02367070895522388
New Mexico,Taos County,"Taos County, New Mexico",32797,32723,120.0,0.0036588712382230083
New Mexico,Torrance County,"Torrance County, New Mexico",15596,15461,363.0,0.023275198768915106
New Mexico,Union County,"Union County, New Mexico",4163,4059,42.0,0.010088878212827288
New Mexico,Valencia County,"Valencia County, New Mexico",75661,76688,584.0,0.007718639721917501
New York,Albany County,"Albany County, New York",307433,305506,-1600.0,-0.00520438599629838
New York,Allegany County,"Allegany County, New York",47334,46091,700.0,0.014788524105294291
New York,Bronx County,"Bronx County, New York",1440005,1418207,-22996.0,-0.0159693889951771
New York,Broome County,"Broome County, New York",195928,190488,692.0,0.0035319096811073456
New York,Cattaraugus County,"Cattaraugus County, New York",77926,76117,-1283.0,-0.01646433796165593
New York,Cayuga County,"Cayuga County, New York",78298,76576,-377.0,-0.004814937801731845
New York,Chautauqua County,"Chautauqua County, New York",130529,126903,1525.0,0.011683227482015491
New York,Chemung County,"Chemung County, New York",86705,83456,-1890.0,-0.021798050862118678
New York,Chenango County,"Chenango County, New York",48772,47207,166.0,0.0034035922250471584
New York,Clinton County,"Clinton County, New York",80718,80485,2938.0,0.036398325032830345
New York,Columbia County,"Columbia County, New York",61434,59461,-1187.0,-0.019321548328287266
New York,Cortland County,"Cortland County, New York",48290,47581,465.0,0.009629322841167944
New York,Delaware County,"Delaware County, New York",45891,44135,74.0,0.0016125166154583688
New York,Dutchess County,"Dutchess County, New York",294039,294218,2492.0,0.008475066232710627
New York,Erie County,"Erie County, New York",920644,918702,-1875.0,-0.0020366178457688314
New York,Essex County,"Essex County, New York",37965,36885,513.0,0.01351244567364678
New York,Franklin County,"Franklin County, New York",50540,50022,1140.0,0.022556390977443608
New York,Fulton County,"Fulton County, New York",53801,53383,-622.0,-0.011561123399193324
New York,Genesee County,"Genesee County, New York",58462,57280,-562.0,-0.009613082001984194
New York,Greene County,"Greene County, New York",47616,47188,-1386.0,-0.029107862903225805
New York,Hamilton County,"Hamilton County, New York",4699,4416,14.0,0.0029793573100659713
New York,Herkimer County,"Herkimer County, New York",62652,61319,16.0,0.00025537891847028025
New York,Jefferson County,"Jefferson County, New York",116371,109834,-2636.0,-0.022651691572642667
New York,Kings County,"Kings County, New York",2608794,2559903,-59384.0,-0.02276300850124617
New York,Lewis County,"Lewis County, New York",26827,26296,-358.0,-0.013344764602825512
New York,Livingston County,"Livingston County, New York",64344,62914,214.0,0.0033258734303120725
New York,Madison County,"Madison County, New York",71636,70941,-9.0,-0.0001256351555084036
New York,Monroe County,"Monroe County, New York",745577,741770,2342.0,0.0031411913189382185
New York,Montgomery County,"Montgomery County, New York",49564,49221,348.0,0.00702122508272133
New York,Nassau County,"Nassau County, New York",1354840,1356924,-9808.0,-0.00723923120073219
New York,New York County,"New York County, New York",1636063,1628706,-28232.0,-0.017256059210433827
New York,Niagara County,"Niagara County, New York",212358,209281,-2959.0,-0.013934017084357547
New York,Oneida County,"Oneida County, New York",231264,228671,782.0,0.0033814169088141693
New York,Onondaga County,"Onondaga County, New York",466277,460528,-4329.0,-0.009284180862448716
New York,Ontario County,"Ontario County, New York",109271,109777,-136.0,-0.0012446120196575486
New York,Orange County,"Orange County, New York",375803,384940,-4031.0,-0.010726364611245785
New York,Orleans County,"Orleans County, New York",41481,40352,427.0,0.010293869482413636
New York,Oswego County,"Oswego County, New York",119735,117124,666.0,0.005562283375788199
New York,Otsego County,"Otsego County, New York",60504,59493,1487.0,0.024576887478513817
New York,Putnam County,"Putnam County, New York",99185,98320,-1671.0,-0.016847305540152242
New York,Queens County,"Queens County, New York",2305838,2253858,-37561.0,-0.016289522507652317
New York,Rensselaer County,"Rensselaer County, New York",159436,158714,2330.0,0.014614014400762688
New York,Richmond County,"Richmond County, New York",472349,476143,-4943.0,-0.010464719942246093
New York,Rockland County,"Rockland County, New York",322919,325789,-2729.0,-0.008451035708645202
New York,St. Lawrence County,"St. Lawrence County, New York",110348,107740,2230.0,0.02020879399717258
New York,Saratoga County,"Saratoga County, New York",226078,229863,2549.0,0.011274869735224126
New York,Schenectady County,"Schenectady County, New York",154733,155299,-2363.0,-0.0152714676248764
New York,Schoharie County,"Schoharie County, New York",31405,30999,496.0,0.015793663429390224
New York,Schuyler County,"Schuyler County, New York",18027,17807,-167.0,-0.00926388195484551
New York,Seneca County,"Seneca County, New York",34801,34016,254.0,0.007298640843653918
New York,Steuben County,"Steuben County, New York",97551,95379,-897.0,-0.009195190208198789
New York,Suffolk County,"Suffolk County, New York",1491967,1476601,-13262.0,-0.008888936551545712
New York,Sullivan County,"Sullivan County, New York",74832,75432,-403.0,-0.00538539662176609
New York,Tioga County,"Tioga County, New York",49355,48203,-108.0,-0.0021882281430452843
New York,Tompkins County,"Tompkins County, New York",103006,102180,3529.0,0.034260140186008585
New York,Ulster County,"Ulster County, New York",179658,177573,876.0,0.00487593093544401
New York,Warren County,"Warren County, New York",64420,63944,-740.0,-0.011487115802545793
New York,Washington County,"Washington County, New York",62246,61204,340.0,0.005462198374192719
New York,Wayne County,"Wayne County, New York",91291,89918,357.0,0.003910571688337295
New York,Westchester County,"Westchester County, New York",968773,967506,-3934.0,-0.004060806814393051
New York,Wyoming County,"Wyoming County, New York",40930,39859,-817.0,-0.019960908868800392
New York,Yates County,"Yates County, New York",25128,24913,-3.0,-0.00011938872970391595
North Carolina,Alamance County,"Alamance County, North Carolina",157037,169509,849.0,0.0054063691996153775
North Carolina,Alexander County,"Alexander County, North Carolina",36960,37497,-18.0,-0.000487012987012987
North Carolina,Alleghany County,"Alleghany County, North Carolina",10856,11137,-228.0,-0.021002210759027265
North Carolina,Anson County,"Anson County, North Carolina",25602,24446,-272.0,-0.010624169986719787
North Carolina,Ashe County,"Ashe County, North Carolina",26628,27203,-611.0,-0.022945771368484302
North Carolina,Avery County,"Avery County, North Carolina",17486,17557,439.0,0.025105798924854168
North Carolina,Beaufort County,"Beaufort County, North Carolina",47389,46994,-1239.0,-0.026145307982865223
North Carolina,Bertie County,"Bertie County, North Carolina",20162,18947,-120.0,-0.005951790496974507
North Carolina,Bladen County,"Bladen County, North Carolina",34083,32722,-258.0,-0.007569756183434557
North Carolina,Brunswick County,"Brunswick County, North Carolina",122211,142820,4575.0,0.037435255418906646
North Carolina,Buncombe County,"Buncombe County, North Carolina",251954,261191,-1691.0,-0.006711542583169944
North Carolina,Burke County,"Burke County, North Carolina",89341,90485,-18.0,-0.00020147524652735027
North Carolina,Cabarrus County,"Cabarrus County, North Carolina",196396,216453,1025.0,0.005219047231104503
North Carolina,Caldwell County,"Caldwell County, North Carolina",81518,82178,2202.0,0.027012438970534115
North Carolina,Camden County,"Camden County, North Carolina",10282,10867,-72.0,-0.007002528690916164
North Carolina,Carteret County,"Carteret County, North Carolina",68712,69473,502.0,0.007305856327861218
North Carolina,Caswell County,"Caswell County, North Carolina",22813,22604,-131.0,-0.005742339893920133
North Carolina,Catawba County,"Catawba County, North Carolina",155527,159551,902.0,0.005799636076051103
North Carolina,Chatham County,"Chatham County, North Carolina",68263,74470,16.0,0.00023438758917715307
North Carolina,Cherokee County,"Cherokee County, North Carolina",27102,28612,203.0,0.0074902221238285
North Carolina,Chowan County,"Chowan County, North Carolina",14248,13943,-133.0,-0.00933464345873105
North Carolina,Clay County,"Clay County, North Carolina",10623,11231,52.0,0.004895039066177163
North Carolina,Cleveland County,"Cleveland County, North Carolina",96850,97947,1134.0,0.01170882808466701
North Carolina,Columbus County,"Columbus County, North Carolina",56675,55508,421.0,0.007428319364799294
North Carolina,Craven County,"Craven County, North Carolina",102853,102139,-841.0,-0.008176718228928665
North Carolina,Cumberland County,"Cumberland County, North Carolina",331203,335509,-488.0,-0.001473416605525916
North Carolina,Currituck County,"Currituck County, North Carolina",25106,27763,298.0,0.011869672588225922
North Carolina,Dare County,"Dare County, North Carolina",35468,37009,-330.0,-0.009304161497688057
North Carolina,Davidson County,"Davidson County, North Carolina",163486,167609,485.0,0.002966614878338206
North Carolina,Davie County,"Davie County, North Carolina",41648,42846,828.0,0.019880906646177487
North Carolina,Duplin County,"Duplin County, North Carolina",58883,58741,-67.0,-0.0011378496340200058
North Carolina,Durham County,"Durham County, North Carolina",300793,321488,-2145.0,-0.0071311499935171364
North Carolina,Edgecombe County,"Edgecombe County, North Carolina",53743,51472,-3061.0,-0.05695625476806282
North Carolina,Forsyth County,"Forsyth County, North Carolina",367365,382295,623.0,0.0016958610646087679
North Carolina,Franklin County,"Franklin County, North Carolina",63668,69685,1232.0,0.019350380096751902
North Carolina,Gaston County,"Gaston County, North Carolina",212919,224529,2226.0,0.010454679948712891
North Carolina,Gates County,"Gates County, North Carolina",11531,11562,-512.0,-0.04440204665683809
North Carolina,Graham County,"Graham County, North Carolina",8588,8441,-151.0,-0.01758267349790405
North Carolina,Granville County,"Granville County, North Carolina",58162,60443,-352.0,-0.006052061483442798
North Carolina,Greene County,"Greene County, North Carolina",20950,21069,576.0,0.02749403341288783
North Carolina,Guilford County,"Guilford County, North Carolina",517053,537174,3662.0,0.0070824460935339315
North Carolina,Halifax County,"Halifax County, North Carolina",52182,50010,-666.0,-0.012763021731631597
North Carolina,Harnett County,"Harnett County, North Carolina",128034,135976,973.0,0.007599543871159223
North Carolina,Haywood County,"Haywood County, North Carolina",59646,62317,1049.0,0.01758709720685377
North Carolina,Henderson County,"Henderson County, North Carolina",111847,117417,2049.0,0.01831966883331694
North Carolina,Hertford County,"Hertford County, North Carolina",24373,23677,856.0,0.03512083042711197
North Carolina,Hoke County,"Hoke County, North Carolina",52739,55234,1319.0,0.025009954682493032
North Carolina,Hyde County,"Hyde County, North Carolina",5426,4937,132.0,0.024327312937707336
North Carolina,Iredell County,"Iredell County, North Carolina",169453,181806,1563.0,0.009223796568960125
North Carolina,Jackson County,"Jackson County, North Carolina",41305,43938,2100.0,0.05084130250574991
North Carolina,Johnston County,"Johnston County, North Carolina",185104,209339,561.0,0.0030307286714495634
North Carolina,Jones County,"Jones County, North Carolina",9777,9419,331.0,0.03385496573591081
North Carolina,Lee County,"Lee County, North Carolina",59371,61779,-423.0,-0.0071246905054656315
North Carolina,Lenoir County,"Lenoir County, North Carolina",57981,55949,186.0,0.0032079474310550008
North Carolina,Lincoln County,"Lincoln County, North Carolina",80607,86111,122.0,0.0015135161958638827
North Carolina,McDowell County,"McDowell County, North Carolina",44967,45756,289.0,0.00642693530811484
North Carolina,Macon County,"Macon County, North Carolina",34090,35858,749.0,0.021971252566735114
North Carolina,Madison County,"Madison County, North Carolina",21146,21755,663.0,0.03135344746051263
North Carolina,Martin County,"Martin County, North Carolina",23262,22440,586.0,0.02519129911443556
North Carolina,Mecklenburg County,"Mecklenburg County, North Carolina",1033238,1110356,1877.0,0.0018166192106755655
North Carolina,Mitchell County,"Mitchell County, North Carolina",15071,14964,-581.0,-0.03855085926614027
North Carolina,Montgomery County,"Montgomery County, North Carolina",27438,27173,281.0,0.010241271229681465
North Carolina,Moore County,"Moore County, North Carolina",94013,100880,1118.0,0.01189197238679757
North Carolina,Nash County,"Nash County, North Carolina",93786,94298,2019.0,0.021527733350393447
North Carolina,New Hanover County,"New Hanover County, North Carolina",219422,234473,3193.0,0.014551868089799564
North Carolina,Northampton County,"Northampton County, North Carolina",20533,19483,46.0,0.002240296108703063
North Carolina,Onslow County,"Onslow County, North Carolina",193114,197938,5253.0,0.02720154934391085
North Carolina,Orange County,"Orange County, North Carolina",141298,148476,1994.0,0.014112018570680406
North Carolina,Pamlico County,"Pamlico County, North Carolina",12741,12726,-481.0,-0.037752138764618165
North Carolina,Pasquotank County,"Pasquotank County, North Carolina",39384,39824,1793.0,0.045526101970343284
North Carolina,Pender County,"Pender County, North Carolina",57426,63060,1396.0,0.024309546198586007
North Carolina,Perquimans County,"Perquimans County, North Carolina",13463,13463,-481.0,-0.03572754958033128
North Carolina,Person County,"Person County, North Carolina",39190,39490,213.0,0.005435059964276601
North Carolina,Pitt County,"Pitt County, North Carolina",176071,180742,9953.0,0.05652833232048435
North Carolina,Polk County,"Polk County, North Carolina",20414,20724,212.0,0.010385029881453903
North Carolina,Randolph County,"Randolph County, North Carolina",142575,143667,914.0,0.00641066105558478
North Carolina,Richmond County,"Richmond County, North Carolina",45429,44829,-602.0,-0.013251447313390126
North Carolina,Robeson County,"Robeson County, North Carolina",134460,130625,-1665.0,-0.012382864792503346
North Carolina,Rockingham County,"Rockingham County, North Carolina",91657,91010,686.0,0.0074844256303391995
North Carolina,Rowan County,"Rowan County, North Carolina",138497,142088,2316.0,0.016722383878351156
North Carolina,Rutherford County,"Rutherford County, North Carolina",66375,67029,1838.0,0.02769114877589454
North Carolina,Sampson County,"Sampson County, North Carolina",63559,63531,757.0,0.011910193678314637
North Carolina,Scotland County,"Scotland County, North Carolina",35321,34823,-27.0,-0.0007644177684663515
North Carolina,Stanly County,"Stanly County, North Carolina",60622,62806,488.0,0.008049882880802349
North Carolina,Stokes County,"Stokes County, North Carolina",46159,45591,-167.0,-0.00361792933122468
North Carolina,Surry County,"Surry County, North Carolina",71998,71783,-11.0,-0.00015278202172282562
North Carolina,Swain County,"Swain County, North Carolina",14326,14271,-310.0,-0.0216389780818093
North Carolina,Transylvania County,"Transylvania County, North Carolina",33157,34385,772.0,0.023283167958500467
North Carolina,Tyrrell County,"Tyrrell County, North Carolina",4139,4016,80.0,0.019328340178787148
North Carolina,Union County,"Union County, North Carolina",221949,239859,1171.0,0.005275986825802324
North Carolina,Vance County,"Vance County, North Carolina",44459,44535,584.0,0.013135698058885715
North Carolina,Wake County,"Wake County, North Carolina",1022319,1111761,17038.0,0.01666603085729601
North Carolina,Warren County,"Warren County, North Carolina",20207,19731,-634.0,-0.03137526599693176
North Carolina,Washington County,"Washington County, North Carolina",12247,11580,-70.0,-0.005715685473993631
North Carolina,Watauga County,"Watauga County, North Carolina",53093,56177,3651.0,0.06876612736142242
North Carolina,Wayne County,"Wayne County, North Carolina",124342,123131,-392.0,-0.003152595261456306
North Carolina,Wilkes County,"Wilkes County, North Carolina",68298,68412,-429.0,-0.006281296670473513
North Carolina,Wilson County,"Wilson County, North Carolina",81240,81801,-265.0,-0.003261939931068439
North Carolina,Yadkin County,"Yadkin County, North Carolina",37619,37667,196.0,0.005210133177383769
North Carolina,Yancey County,"Yancey County, North Carolina",17550,18069,86.0,0.0049002849002849
